Date,Open,High,Low,Close,Adj Close,Volume,Date,DaysBack,NextDayGain|Loss%,LstSqk_5Days,LstSqbias_5Days,LstSqk_10Days,LstSqbias_10Days,LstSqk_20Days,LstSqbias_20Days,LstSqk_50Days,LstSqbias_50Days,LstSqk_200Days,LstSqbias_200Days,5DMovAve,20DMovAve,200DMovAve,UpBlg,LwBlg,NormalizedBollinger,14-Day RSI,StcOsc K%,StcOsc D%,StcOsc D%D%,StcOsc K%-D%,StcOsc Diff(K%-D%)
2017-10-11,99.32,99.589996,97.919998,99.489998,99.489998,512508,2017-10-11,0,,,,,,,,,,,,98.2979996,99.2265,91.54675005,3.46511040365,-3.46511040365,0.076043175918,53.8679783869,0.59287841995,0.502063390412,0.38773543817,0.0908150295379,
2017-10-10,99.720001,99.800003,98.550003,98.68,98.68,732300,2017-10-10,-1,0.820832995541,,,,,,,,,,,98.064,99.34650005,91.40850004,3.66405006019,-3.66405006019,-0.181902550198,49.0593269261,0.467491713234,0.402992270845,0.279920216276,0.064499442389,0.026315587149
2017-10-09,98.5,98.800003,98.190002,98.540001,98.540001,231400,2017-10-09,-2,0.142073268296,,,,,,,,,,,97.8459992,99.5805001,91.27060003,4.06108218914,-4.06108218914,-0.256212273365,42.6187547068,0.445820038053,0.258150653252,0.182568248819,0.187669384801,-0.123169942412
2017-10-06,96.220001,97.639999,95.660004,97.57,97.57,468600,2017-10-06,-3,0.994159065286,,,,,,,,,,,97.5939988,99.86650015,91.12935003,4.53101649292,-4.53101649292,-0.506839944985,39.4718939514,0.295665061248,0.17861772473,0.134329646613,0.117047336519,0.070622048282
2017-10-05,97.779999,97.889999,97.150002,97.209999,97.209999,304500,2017-10-05,-4,0.370333302853,0.5669998,99.4319992,,,,,,,,,97.6119996,100.35400015,90.994650015,5.48770197817,-5.48770197817,-0.572917618797,33.5582660281,0.0329668604552,0.110936368476,0.0908877876615,-0.0779695080206,0.195016844539
2017-10-04,98.330002,98.730003,97.739998,98.32,98.32,223600,2017-10-04,-5,-1.12896765663,0.2050002,98.4740004,,,,,,,,,97.8660004,100.8885003,90.860850005,6.23047247069,-6.23047247069,-0.412248077828,35.8688465423,0.207221252486,0.113434846635,0.0696396980482,0.0937864058515,-0.171755913872
2017-10-03,97.139999,98.0,97.099998,97.589996,97.589996,211400,2017-10-03,-6,0.748031591271,0.115001,98.0760012,,,,,,,,,97.776001,101.1685002,90.712949995,6.24776212351,-6.24776212351,-0.572765756643,35.9108470478,0.0926209924862,0.0482921478742,0.0462731293707,0.0443288446119,0.0494575612396
2017-10-02,97.629997,97.980003,97.0,97.279999,97.279999,370600,2017-10-02,-7,0.318664682552,0.0200005,97.6339998,,,,,,,,,98.1720018,101.56250045,90.56900003,6.29128917849,-6.29128917849,-0.68070332304,31.4859663062,0.0404622949313,0.0471920996357,0.0616161209332,-0.00672980470443,0.0510586493164
2017-09-29,98.489998,98.760002,97.629997,97.660004,97.660004,322700,2017-09-29,-8,-0.389110162232,0.0139991,97.6399978,,,,,,,,,99.1280016,101.84200065,90.43820005,5.97915422232,-5.97915422232,-0.699429466861,30.5194611233,0.0117931562053,0.0433351406023,0.112207544279,-0.031541984397,0.0248121796926
2017-09-28,98.050003,99.040001,97.879997,98.480003,98.480003,472400,2017-09-28,-9,-0.83265533613,-0.0390014,97.7879976,0.129454230303,98.6645440364,,,,,,,99.6260012,102.08350035,90.31945005,5.64900023294,-5.64900023294,-0.637900017951,26.9551418127,0.0893208477706,0.0943211225615,0.185353000126,-0.00500027479089,-0.0265417096061
2017-09-27,97.690002,98.330002,97.559998,97.870003,97.870003,388800,2017-09-27,-10,0.623275754881,-0.1760018,97.4239974,0.047151169697,98.1321807636,,,,,,,99.610001,102.25350005,90.191300025,5.39115141989,-5.39115141989,-0.813091065079,23.8119843369,0.0288914178309,0.198966369672,0.229051046237,-0.170074951841,0.16507467705
2017-09-26,100.730003,101.059998,99.209999,99.57,99.57,320400,2017-09-26,-11,-1.70733855579,-0.4790001,97.2140016,-0.0935154363636,97.5881810364,,,,,,,99.8240008,102.45749975,90.067550025,4.98632213191,-4.98632213191,-0.579084077124,39.8506746575,0.164751102083,0.262771508144,0.20301458416,-0.0980204060605,-0.0720545457807
2017-09-25,99.550003,102.120003,99.410004,102.059998,102.059998,513600,2017-09-25,-12,-2.43973941681,-0.9889985,97.1500046,-0.349878969697,96.7865448364,,,,,,,100.078,102.47849965,89.942950035,4.93842677014,-4.93842677014,-0.0847439213903,41.6788567647,0.403256589103,0.225415260896,0.140524525927,0.177841328207,-0.275861734267
2017-09-22,99.760002,100.589996,99.239998,100.150002,100.150002,466000,2017-09-22,-13,1.90713525897,-0.7529993,98.1200026,-0.394727539394,96.8427264727,,,,,,,99.8020004,102.24099965,89.80570005,5.45321577273,-5.45321577273,-0.383443042994,43.5788434869,0.220306833245,0.12085698344,0.115061296104,0.0994498498049,0.0783914784017
2017-09-21,97.940002,99.489998,97.849998,98.400002,98.400002,360500,2017-09-21,-14,1.77845524841,-0.164,99.282001,-0.288848745455,97.4381813455,,,,,,,100.286,102.1104996,89.67030004,5.77908994161,-5.77908994161,-0.642055693455,39.6769398967,0.0526823603403,0.0753013334459,0.172065399926,-0.0226189731056,0.12206882291
2017-09-20,100.879997,101.809998,98.019997,98.940002,98.940002,799900,2017-09-20,-15,-0.545785313406,0.4919992,100.8079992,-0.272000284848,97.5759996182,,,,,,,101.131999,102.04749945,89.54250001,5.97360221087,-5.97360221087,-0.520204951771,42.6056460063,0.0895817567354,0.149025571425,0.293091114836,-0.0594438146897,0.0368248415841
2017-09-19,100.519997,101.110001,100.260002,100.839996,100.839996,230000,2017-09-19,-16,-1.88416707196,0.3650004,100.8080008,-0.302605751515,97.7632750182,,,,,,,101.7219984,101.9434994,89.41660001,6.26663538674,-6.26663538674,-0.176091847044,46.9252058379,0.0836398832619,0.291869294908,0.410316584229,-0.208229411646,0.148785596956
2017-09-18,101.059998,101.260002,100.160004,100.68,100.68,504400,2017-09-18,-17,0.158915375447,-0.349999,99.1020024,-0.264423757576,98.2750940909,,,,,,,102.2259994,101.72499965,89.274350025,6.71718201801,-6.71718201801,-0.155571137896,51.7380396018,0.273855074278,0.438378478176,0.487936171066,-0.164523403898,-0.043706007748
2017-09-15,102.940002,103.370003,102.5,102.57,102.57,584300,2017-09-15,-18,-1.84264404797,-1.0079994,98.2700012,-0.313454206061,98.5454566727,,,,,,,102.9419998,101.4809998,89.13035001,7.21322440854,-7.21322440854,0.150972732626,62.7422479681,0.518112927183,0.500701979604,0.533560509378,0.0174109475794,-0.181934351477
2017-09-14,101.5,103.209999,101.330002,102.629997,102.629997,433400,2017-09-14,-19,-0.0584595164706,-0.9109994,99.3100002,-0.360908715152,98.7469107818,-0.200819541353,97.3187143571,,,,,103.8919998,101.1359997,88.985550015,7.6412550547,-7.6412550547,0.195517266379,62.2296794226,0.523167433066,0.524728055419,0.609918158579,-0.00156062235266,0.018971569932
2017-09-13,103.050003,103.260002,101.519997,101.889999,101.889999,406100,2017-09-13,-20,0.72627147636,-0.4050003,100.9119978,-0.277030072727,99.5263642727,-0.243030021805,97.0377148429,,,,,104.9460008,100.73699995,88.843850035,8.13049906637,-8.13049906637,0.141811596138,61.6023346926,0.460825578561,0.575251493112,0.720468107207,-0.114425914551,0.112865292198
2017-09-12,103.580002,103.919998,102.470001,103.360001,103.360001,564700,2017-09-12,-21,-1.42221554352,-0.4680001,101.2899992,-0.337939266667,99.631273,-0.289842064662,96.8270004857,,,,,105.3520006,100.3085,88.68985002,8.75405540764,-8.75405540764,0.348581412603,66.8568342326,0.590191154629,0.729774927206,0.836278464035,-0.139583772576,0.0251578580257
2017-09-11,105.169998,106.040001,104.129997,104.260002,104.260002,591400,2017-09-11,-22,-0.863227491594,-0.4110008,102.1199982,-0.567999884848,98.8160006182,-0.340263158647,96.6340001429,,,,,105.7740006,99.9474999,88.527650005,8.81944478107,-8.81944478107,0.4889765974,70.751187013,0.674737746145,0.856377901304,0.908228480178,-0.181640155158,0.0420563825822
2017-09-08,107.730003,107.860001,106.370003,107.32,107.32,527800,2017-09-08,-23,-2.85128401044,-1.1750009,101.541998,-0.81096970303,98.4396362364,-0.410481199248,96.4544287571,,,,,105.4960008,99.6314999,88.373550005,8.61947163023,-8.61947163023,0.891992041952,85.1647980988,0.924395880842,0.922682563595,0.933870848009,0.00171331724707,-0.183353472405
2017-09-07,106.010002,108.290001,105.470001,107.900002,107.900002,889300,2017-09-07,-24,-0.537536598007,-1.5980005,101.7499998,-0.882000260606,99.0699987273,-0.468639102256,96.4364288286,,,,,104.5300004,99.1119999,88.209899985,7.88990155429,-7.88990155429,1.11382911935,88.3866657761,0.970000076923,0.945624975634,0.94029030716,0.0243751012887,-0.0226617840416
2017-09-06,105.260002,105.290001,103.400002,103.919998,103.919998,454200,2017-09-06,-25,3.82987305292,-0.4759994,104.4000018,-0.656788175758,100.581452709,-0.471390944361,96.6902862286,,,,,103.3259994,98.4964996,88.031349985,6.85625053623,-6.85625053623,0.791029786811,85.7362771095,0.873651733021,0.933305004797,0.922683610503,-0.0596532717769,0.0840283730656
2017-09-05,104.57,105.559998,104.349998,105.470001,105.470001,648800,2017-09-05,-26,-1.46961504248,0.0980004,105.9700014,-0.582424387879,101.379090255,-0.476338257895,97.037287,,,,,102.9319992,97.9719997,87.880200005,6.71278269422,-6.71278269422,1.11697363695,97.6470365859,0.99322311696,0.941940941048,0.900177147276,0.0512821759114,-0.110935447688
