Date,Open,High,Low,Close,Adj Close,Volume,Date,DaysBack,NextDayGain|Loss%,LstSqk_5Days,LstSqbias_5Days,LstSqk_10Days,LstSqbias_10Days,LstSqk_20Days,LstSqbias_20Days,LstSqk_50Days,LstSqbias_50Days,LstSqk_200Days,LstSqbias_200Days,5DMovAve,20DMovAve,200DMovAve,UpBlg,LwBlg,NormalizedBollinger,14-Day RSI,StcOsc K%,StcOsc D%,StcOsc D%D%,StcOsc K%-D%,StcOsc Diff(K%-D%)
2017-10-11,254.509995,255.020004,254.320007,254.979996,254.979996,75070123,2017-10-11,0,,,,,,,,,,,,254.5159974,251.4209999,239.825800475,4.37178833988,-4.37178833988,0.814082435679,84.8068294648,0.98995595553,0.938322903269,0.935995680215,0.0516330522613,
2017-10-10,254.600006,255.050003,253.979996,254.619995,254.619995,42165200,2017-10-10,-1,0.141387560706,,,,,,,,,,,254.151999,251.1805,239.67945053,4.06593762339,-4.06593762339,0.845929111212,77.3380230064,0.938305891204,0.925054490637,0.944875117382,0.0132514005668,0.0383816516945
2017-10-09,254.630005,254.699997,253.649994,253.949997,253.949997,35803100,2017-10-09,-2,0.263830678447,,,,,,,,,,,253.8000002,250.9520004,239.53325058,3.7537332397,-3.7537332397,0.798670658931,75.6442182024,0.886706863072,0.944609646738,0.963023212985,-0.0579027836665,0.0711541842334
2017-10-06,254.149994,254.699997,253.850006,254.369995,254.369995,80646000,2017-10-06,-3,-0.16511302758,,,,,,,,,,,253.4740022,250.7150009,239.392350615,3.54974039072,-3.54974039072,1.02965110056,80.6322585371,0.950150717636,0.964961214769,0.974989438832,-0.0148104971325,-0.043092286534
2017-10-05,253.539993,254.679993,253.199997,254.660004,254.660004,63522800,2017-10-05,-4,-0.113880858967,0.0889984,254.6939942,,,,,,,,,252.8460024,250.32550125,239.25250061,3.57058610793,-3.57058610793,1.21394712772,84.9296898168,0.996971359506,0.979498777448,0.982945408338,0.0174725820583,-0.0322830791909
2017-10-04,252.690002,253.440002,252.559998,253.160004,253.160004,50000200,2017-10-04,-5,0.59251065583,0.2209975,254.593994,,,,,,,,,251.9840028,249.9360008,239.106850585,3.2663049081,-3.2663049081,0.987049063301,71.2310021062,0.947761567164,0.980508324279,0.983035963742,-0.0327467571151,0.0502193391734
2017-10-03,252.320007,252.889999,252.229996,252.860001,252.860001,66810200,2017-10-03,-6,0.118643913159,0.3389983,254.4779968,,,,,,,,,251.3620026,249.6230003,238.96625053,3.16361905423,-3.16361905423,1.02319547471,69.1868671818,0.993763405674,0.988829123288,0.971121963493,0.00493428238564,-0.0376810395007
2017-10-02,251.490005,252.320007,251.289993,252.320007,252.320007,59023000,2017-10-02,-7,0.214011566669,0.5899979,254.653998,,,,,,,,,250.6060028,249.28300015,238.836000515,3.16045020242,-3.16045020242,0.960941212639,67.2230642372,1.0,0.979770443658,0.925778490753,0.0202295563419,-0.0152952739562
2017-09-29,250.339996,251.320007,250.130005,251.229996,251.229996,85578000,2017-09-29,-8,0.433869767685,0.7700013,254.386005,,,,,,,,,249.928,249.0589996,238.703800505,2.8764174165,-2.8764174165,0.754757076474,65.9305201564,0.97272396419,0.944766323533,0.858406252395,0.0279576406575,-0.00772808431566
2017-09-28,249.729996,250.440002,249.630005,250.350006,250.350006,44778800,2017-09-28,-9,0.351503886123,0.7250001,253.434003,0.482302030303,255.420359236,,,,,,,249.5700012,248.87200005,238.5864505,2.76632317378,-2.76632317378,0.534285351766,73.3003609883,0.966587366784,0.852798705067,0.796161872285,0.113788661717,-0.0858310210592
2017-09-27,249.880005,250.490005,248.869995,250.050003,250.050003,81001400,2017-09-27,-10,0.11997720312,0.7589997,252.880002,0.541514266667,255.193815,,,,,,,249.3779998,248.6549995,238.46595047,2.95276391761,-2.95276391761,0.4724399034,69.6782624559,0.894987639624,0.777653728584,0.779017072377,0.11733391104,-0.00354524932381
2017-09-26,249.419998,249.699997,248.809998,249.080002,249.080002,54082000,2017-09-26,-11,0.389433512209,0.7660003,252.1380034,0.617878224242,254.983453509,,,,,,,249.3799988,248.39499965,238.34825043,3.32753464634,-3.32753464634,0.205858818255,65.266162465,0.696821108794,0.758033183205,0.810613047371,-0.0612120744114,0.178545985452
2017-09-25,249.149994,249.550003,248.080002,248.929993,248.929993,57064400,2017-09-25,-12,0.0602615209972,0.587001,251.102002,0.679939593939,254.760729273,,,,,,,249.5579986,248.1694999,238.22860039,3.72017685532,-3.72017685532,0.204423910361,68.3269461367,0.741152437333,0.801364305343,0.861694979188,-0.0602118680102,-0.00100020640119
2017-09-22,249.050003,249.630005,249.020004,249.440002,249.440002,51214000,2017-09-22,-13,-0.204461592331,0.2940018,250.1580048,0.625333890909,254.022004309,,,,,,,249.7160002,247.95100015,238.106950455,4.03234192398,-4.03234192398,0.369264779146,58.791264944,0.83612600349,0.872441653564,0.908554766772,-0.0363156500746,-0.0238962179355
2017-09-21,249.880005,249.979996,249.190002,249.389999,249.389999,48211400,2017-09-21,-14,0.0200501223788,0.0960008,249.5700014,0.4943642,252.9056402,,,,,,,249.6660002,247.6785003,237.96825043,4.33398307906,-4.33398307906,0.39490202633,60.1063897692,0.826814475206,0.911278978656,0.919800526522,-0.0844645034501,0.0481488533754
2017-09-20,250.070007,250.190002,248.919998,250.059998,250.059998,59574100,2017-09-20,-15,-0.267935297672,-0.2419998,248.8959992,0.362970260606,252.004366873,,,,,,,249.8059996,247.43700025,237.826300435,4.46861753324,-4.46861753324,0.586981931321,69.8335598275,0.954384481998,0.941943668097,0.919904672611,0.0124408139006,-0.0969053173507
2017-09-19,250.0,250.070007,249.600006,249.970001,249.970001,47108100,2017-09-19,-16,0.0360031202304,-0.2700012,249.0179962,0.218909618182,251.067093982,,,,,,,249.8279996,247.20600045,237.67440041,4.3743569582,-4.3743569582,0.63186442634,72.6950796931,0.952637978764,0.906178932814,0.918197891695,0.0464590459504,-0.0340182320498
2017-09-18,249.610001,250.119995,249.279999,249.720001,249.720001,46235200,2017-09-18,-17,0.10011212518,-0.114,249.4880002,0.0894546363636,250.224545964,,,,,,,249.844,246.8525001,237.52240044,4.57208893516,-4.57208893516,0.627175223549,72.7675043409,0.918808543529,0.911591416922,0.944782034947,0.00721712660716,0.0392419193432
2017-09-15,248.690002,249.289993,248.570007,249.190002,249.190002,95432400,2017-09-15,-18,0.212688709718,0.0739991,249.8139984,0.0300608666667,249.7532746,,,,,,,249.7420012,246.5020004,237.37570046,4.71893551167,-4.71893551167,0.569620329278,71.455117231,0.847090276148,0.936823325349,0.971681673856,-0.0897330492008,0.0969501758079
